cab_type,destination,source,id,product_id,name,distance,time_stamp,price,surge_multiplier
Uber,Back Bay,North End,2de5725b-55ea-4d90-9a1d-5bc113bb047b,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,3.61,1543405886396,11.0,1.0
Uber,Back Bay,North End,5de2313d-3772-4f3e-95be-6b518d21ccf1,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,3.61,1543411388309,19.5,1.0
Uber,Back Bay,North End,8f56fb33-f2e3-4571-94a4-2e429eb077b6,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,3.61,1543664582720,12.0,1.0
Uber,Back Bay,North End,9246e691-25f1-4642-a51e-8021b01760c5,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,3.61,1543318763658,38.5,1.0
Uber,Back Bay,North End,e34c8f86-cf63-4904-a87b-476d5041eda9,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,3.61,1543417148057,,1.0
Uber,Fenway,North Station,04727769-94b3-4c50-8cc2-71afd369d249,6c84fd89-3f11-4782-9b50-97c468b19529,Black,3.05,1543849385018,23.0,1.0
Uber,Fenway,North Station,0e3e2a8c-f22d-4958-bbf1-af5064d0bfcc,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,3.05,1543366282172,30.5,1.0
Uber,Fenway,North Station,2b443af3-246f-4b12-956c-8025dced5b3d,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,3.05,1543423987919,10.5,1.0
Uber,Fenway,North Station,669bcc82-6f6b-4d0e-a0b7-8756c7e4da68,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,3.05,1543668183159,10.5,1.0
Uber,Fenway,North Station,a40156d9-4564-4c86-9f2a-3490101fb123,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,3.05,1543691580080,,1.0
Uber,Fenway,North Station,ad7238f1-0a0f-4c13-b671-d498b390d3b6,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,3.05,1545156008342,17.5,1.0
Uber,Fenway,North Station,cb398c74-4965-4dd8-af0f-381fd5e74daa,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,3.05,1543233909659,10.0,1.0
Uber,North End,Back Bay,0cd01858-da20-49ce-b079-d0a27f225c9b,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2.32,1545114613808,14.0,1.0
Uber,North End,Back Bay,10436f60-110d-4ffc-b261-e3ed262aec75,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2.32,1543637877760,20.5,1.0
Uber,North End,Back Bay,1609c275-bacc-4d6a-be79-1ce48dff3c01,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2.32,1545134109377,9.5,1.0
Uber,North End,Back Bay,88c309eb-4f98-4410-bf60-2d2f1113abe2,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2.32,1545072610662,9.5,1.0
Uber,North End,Back Bay,dcb17cf8-5aa4-4ee0-ad3d-8eebd78cfea3,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2.32,1544879109323,8.5,1.0
Uber,North End,Back Bay,f11cb3b2-6675-4833-bd59-ee1c61715881,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2.32,1545046211951,,1.0
Uber,Financial District,Fenway,56f817da-4fd0-4b6c-8e28-bde9789c1e45,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,4.43,1543434068391,11.0,1.0
Uber,Financial District,Fenway,5f67844a-1cf5-48c7-afb8-dcf16cbc8310,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,4.43,1543327222288,,1.0
Uber,Financial District,Fenway,8e46fa0e-6af8-46c3-a397-e3d1202f7234,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,4.43,1543892876087,36.5,1.0
Uber,Financial District,Fenway,91aca6a9-d049-4e9e-a1ff-6fcdb09df24c,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,4.43,1543326142541,20.5,1.0
Uber,Financial District,Fenway,9f2a2774-9951-4b77-8320-bbb1e7c0e0d6,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,4.43,1543210587826,12.5,1.0
Uber,Financial District,Fenway,a2ecc5c0-80ac-44e5-8979-04e386cd2a14,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,4.43,1543457648155,12.5,1.0
Uber,Financial District,Fenway,b4b7b524-aead-49e4-a93e-9c792fcf4203,6c84fd89-3f11-4782-9b50-97c468b19529,Black,4.43,1543513683004,27.0,1.0
Uber,Fenway,West End,00ffaa21-d3ce-40f6-bf8f-67eb843fca97,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2.84,1543559281472,11.0,1.0
Uber,Fenway,West End,2f942312-92c8-499b-91f0-20e6bd75fcc8,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2.84,1544685003512,,1.0
Uber,Fenway,West End,456b9321-925e-4b3e-8696-55d6230afc44,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2.84,1543717383819,33.5,1.0
Uber,Fenway,West End,80a4247c-0c0f-4962-a8a6-33039e80baf9,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2.84,1543425384616,23.0,1.0
Uber,Fenway,West End,8549feff-78ca-4861-b140-55a9a9b80af6,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2.84,1543403287718,11.0,1.0
Uber,Fenway,West End,c44669ec-ed1c-4bbe-9a1a-5ea9d9aa1919,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2.84,1543631580728,9.5,1.0
Uber,Fenway,West End,d9f75f28-f115-4c5a-845c-a92c97362954,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2.84,1544810411713,17.5,1.0
Uber,Theatre District,South Station,24e94a16-2d9b-4e4c-84c6-daf63f0486ca,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,1.3,1543466101752,,1.0
Uber,Theatre District,North End,2a3cc2d4-be1d-43a5-a0bc-4694f6174856,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,1.81,1543542482221,29.5,1.0
Uber,Theatre District,South Station,3750bc55-d7e0-4570-8769-e91e69bd6879,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,1.3,1543416608077,9.5,1.0
Uber,Theatre District,North End,5ad26487-dbb2-472c-a141-30d59ddb9b72,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,1.81,1543435147917,15.0,1.0
Uber,Theatre District,North End,6c2dec25-7912-4ca1-a0fa-99c148cef8a3,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,1.81,1543456795165,,1.0
Uber,Theatre District,South Station,7eae79ec-6a4a-4a36-9eb4-1e95860493d1,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,1.3,1543875779838,27.0,1.0
Uber,Theatre District,North End,8b37f02d-9406-4980-b1bd-5a17ecf08985,6c84fd89-3f11-4782-9b50-97c468b19529,Black,1.81,1543711677547,19.5,1.0
Uber,Theatre District,South Station,90503e0c-7f58-46ba-8353-67fe00fe4c2e,6c84fd89-3f11-4782-9b50-97c468b19529,Black,1.3,1543420285198,17.5,1.0
Uber,Theatre District,North End,9761f55e-9ad2-4df9-b5d3-bcae8666eb24,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,1.81,1543630271407,10.0,1.0
Uber,Theatre District,South Station,ca2c2c86-bc3b-43c5-9d00-1facab7c439f,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,1.3,1544793908416,14.0,1.0
Uber,Theatre District,North End,cbe688fa-4802-42a3-98bb-579e914d21fe,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,1.81,1543432987866,10.5,1.0
Uber,Theatre District,North End,d78aa5c3-6766-45a6-ab08-29a3975cd58f,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,1.81,1543614487465,10.5,1.0
Uber,Theatre District,South Station,f77944e3-c2c0-4dce-bc44-0829b876c99a,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,1.3,1545013505471,9.5,1.0
Uber,Beacon Hill,Northeastern University,362a3b01-e16d-4d4b-aef9-28c0d9986468,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2.59,1543710178854,15.0,1.0
Uber,Beacon Hill,Northeastern University,64b25bd3-0d02-4b74-a1b3-87122b146117,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2.59,1545076214526,11.0,1.0
Uber,Beacon Hill,Northeastern University,7044955a-f7a3-4304-87e3-3ee5e3831cbf,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2.59,1543342161995,,1.0
Uber,Beacon Hill,Northeastern University,819daf9d-bc12-4a3a-a6db-fbb655e3dd2e,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2.59,1544791509576,21.5,1.0
Uber,Beacon Hill,Northeastern University,9714c324-f07a-45a8-82bb-2d411189ca42,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2.59,1543809182480,15.0,1.0
Uber,Beacon Hill,Northeastern University,b20829b7-7020-48ce-ab21-36f4f37f3cc7,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2.59,1543588680871,23.5,1.0
Uber,Beacon Hill,Northeastern University,fe0c35f5-ec15-4462-aea3-9d4dc67e5417,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2.59,1543774081570,35.0,1.0
Uber,Fenway,Theatre District,087b6d2b-f3ca-4b3e-8ac7-39fb66eecf84,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2.66,1545144003677,8.5,1.0
Uber,Fenway,Theatre District,32406515-ef55-4177-9f17-87079e80d16f,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2.66,1545111303458,18.0,1.0
Uber,Fenway,Theatre District,50395c26-19a2-4811-a09d-e4dc2296fc6c,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2.66,1543292483489,10.5,1.0
Uber,Fenway,Theatre District,52c830f8-5056-4984-83ae-30474f75a0ef,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2.66,1543894081999,23.0,1.0
Uber,Fenway,Theatre District,6bf68853-be5d-4ef3-ae89-be62f8fbd8e7,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2.66,1543356923877,,1.0
Uber,Fenway,Theatre District,a06f847d-79cf-4c89-a570-32c97835a011,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2.66,1543290862184,33.0,1.0
Uber,Fenway,Theatre District,ecc0338e-4cde-4e67-9114-671ab97544ba,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2.66,1545009011010,10.5,1.0
Uber,North Station,Northeastern University,1e89a2cc-dd22-40be-bdb5-d8003ff8c76f,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,3.26,1543867978363,10.5,1.0
Uber,North Station,Northeastern University,6a9970a9-6282-4875-b631-e1086f902e65,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,3.26,1543431386190,32.0,1.0
Uber,North Station,Northeastern University,b4a097c3-d176-4380-9dcc-f15e695eeae5,6c84fd89-3f11-4782-9b50-97c468b19529,Black,3.26,1545036905196,23.0,1.0
Uber,North Station,Northeastern University,db3456a2-b210-420c-ab31-25db5652d6b6,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,3.26,1543417148250,10.5,1.0
Uber,Theatre District,Northeastern University,1420e1a0-20c7-4ea2-9990-e62c134ee506,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2.81,1543457207644,9.5,1.0
Uber,Theatre District,Northeastern University,26838f2a-bdb0-4754-90fe-cc4f869ac060,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2.81,1543875180526,21.5,1.0
Uber,Theatre District,Northeastern University,3830a2a4-6178-4699-959d-f8fed3787613,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2.81,1545129316441,9.5,1.0
Uber,Theatre District,Northeastern University,5a870308-1339-436a-a498-94505c27e4a3,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2.81,1545010808185,30.5,1.0
Uber,Theatre District,Northeastern University,9d0a37a2-8212-4dba-9041-340ddbb52a64,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2.81,1543804376231,17.0,1.0
Uber,Theatre District,Northeastern University,d26ad498-f7ea-45ae-ae72-3e0c67f8b90e,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2.81,1543398215864,,1.0
Uber,Theatre District,Northeastern University,ea3331b6-3978-4760-af96-2d8a1d9a9f6c,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2.81,1543661880714,9.5,1.0
Uber,Boston University,Back Bay,05e0d530-3b4c-4e39-8710-4ab1c6e482a9,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,1.4,1543258029747,7.5,1.0
Uber,Boston University,Back Bay,0b50bd4f-188d-430a-b934-cfad0bc27199,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,1.4,1545098110455,7.5,1.0
Uber,Boston University,Back Bay,0d64bd34-4fcf-4a38-91e8-3d3a0230f64f,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,1.4,1544407719522,6.5,1.0
Uber,Boston University,Back Bay,54d8c73f-b50f-4ea2-be4d-4271386c5aef,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,1.4,1543451347631,26.5,1.0
Uber,Boston University,Back Bay,791f4509-2f71-4307-b958-f78bd292332d,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,1.4,1545120612049,,1.0
Uber,Boston University,Back Bay,87b795a4-bd29-4f16-bda8-7acae4157d55,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,1.4,1545000010297,11.5,1.0
Uber,Boston University,Back Bay,90539478-06b1-453a-bb9b-dfa6ab3eb606,6c84fd89-3f11-4782-9b50-97c468b19529,Black,1.4,1543450447852,17.0,1.0
